tconst	averageRating	numVotes
tt14187728	6.9	1178
tt14190592	7.3	11467
tt14192040	5.8	2439
tt14192428	5.6	3206
tt14192504	7.6	30964
tt14192814	8.2	22601
tt14193896	8.0	1676
tt14196410	7.9	611
tt14201334	7.2	632
tt1420152	7.5	815
tt14202738	8.0	641
tt14203572	6.8	8165
tt1420425	6.6	2421
tt14206696	7.6	1971
tt14207678	7.7	1822
tt14211026	6.0	501
tt14212332	7.1	581
tt14214952	4.5	737
tt1421511	7.4	1321
tt14215442	7.5	6848
tt14218674	6.8	11154
tt14218776	5.7	627
tt14218830	8.2	47336
tt14220870	7.0	7744
tt1422182	8.1	1958
tt14223310	7.6	1727
tt1422344	7.1	889
tt14223858	6.5	5052
tt14226626	6.8	2756
tt14229490	8.1	647
tt14234016	8.0	726
tt1424033	6.8	649
tt1424037	8.0	2644
tt14240568	5.8	2178
tt14243086	7.0	1701
tt14245846	6.7	5424
tt14251550	8.1	690
tt14252964	6.3	6082
tt14257126	8.2	861
tt14261112	7.3	36488
tt14261264	6.4	8761
tt14263564	7.3	20625
tt14269590	7.8	64146
tt14271498	6.8	15865
tt14271652	7.6	12573
tt1427175	7.3	1132
tt14271890	7.1	3139
tt14272584	7.8	1602
tt14272628	7.1	3854
tt14273790	5.9	17384
tt1427816	7.2	1378
tt14278524	5.0	1178
tt1428614	4.6	12176
tt1429439	4.6	586
tt1429449	7.6	34246
tt1429534	7.9	4283
tt1429551	4.4	817
tt14296284	6.7	907
tt14298658	4.0	3031
tt14298980	6.8	2161
tt14301316	6.8	1424
tt14302056	6.8	1609
tt14302518	7.7	685
tt1430509	8.1	9377
tt1430587	7.3	16894
tt14307470	6.7	2285
tt1430751	8.4	636
tt14311930	7.8	1046
tt14315542	6.5	7101
tt14316440	6.9	787
tt14318406	6.8	614
tt14319674	7.2	1334
tt14321632	6.7	3041
tt14321914	7.4	7611
tt14324128	7.3	839
tt14330440	7.1	1263
tt1433058	7.5	1733
tt1433495	6.6	2796
tt1433670	7.0	610
tt1433870	8.2	4202
tt14344266	8.4	6891
tt14344354	6.2	744
tt1434482	7.4	1574
tt14346954	7.1	984
tt14350234	7.3	1439
tt14351748	6.4	5792
tt14354984	6.7	3041
tt1435958	6.5	1183
tt1436132	8.0	919
tt14362156	7.2	1689
tt14362262	8.0	6562
tt14364876	7.0	8284
tt1436544	7.4	1929
tt14367168	7.5	6421
tt14368638	7.4	2762
tt14369056	5.8	6091
tt14369952	7.6	1385
tt14371376	7.3	1148
tt14371926	6.7	11126
tt14376166	6.2	1044
tt14376190	7.3	4916
tt14376958	7.9	1084
tt14377480	7.1	984
tt14379784	7.6	31888
tt1438437	5.7	2097
tt1439031	7.4	840
tt14390970	8.1	1973
tt14392248	9.1	316525
tt14395312	7.8	760
tt14396056	6.5	3400
tt14396202	7.1	1131
tt1439629	8.5	306203
tt1439741	7.7	19246
tt1439748	8.3	668
tt14398500	5.7	1710
tt1440068	7.8	2035
tt14400866	6.8	2507
tt14401604	6.2	1953
tt14402214	8.0	1883
tt14403178	8.0	155229
tt1440346	6.8	1564
tt14403784	8.4	977
tt14404174	6.2	1342
tt14404324	7.1	561
tt14404618	6.8	9006
tt14408016	6.4	1823
tt14408130	6.9	974
tt14409846	7.6	834
tt1441093	5.5	885
tt1441096	6.4	6701
tt1441105	7.1	1851
tt1441109	7.1	47264
tt1441135	7.6	63004
tt1441143	7.6	1748
tt14411808	6.6	3232
tt14411816	6.9	3093
tt1441219	6.8	814
tt14412362	6.7	4527
tt14412928	3.8	1046
tt14413018	8.0	1005
tt14415190	8.8	551
tt14417144	7.1	1286
tt14417718	7.7	41024
tt14418052	7.2	839
tt14418368	7.2	828
tt14419140	8.4	4251
tt1441939	7.0	685
tt14420552	7.9	10126
tt1442065	7.7	19591
tt1442070	3.7	1281
tt1442109	7.5	15865
tt1442136	6.3	646
tt1442188	8.2	689
tt1442411	4.6	986
tt1442434	7.5	763
tt1442435	7.1	3151
tt1442437	8.5	525479
tt1442449	8.5	269304
tt1442462	8.3	87447
tt1442464	7.7	57850
tt1442550	7.6	11344
tt1442552	5.0	778
tt1442553	5.8	3936
tt1442566	7.4	1335
tt14426644	7.9	540
tt14432384	6.3	868
tt14433846	5.4	552
tt1443593	2.2	878
tt14440068	7.6	4564
tt14440878	7.5	798
tt14442054	4.5	807
tt14442878	8.2	511
tt1444382	6.6	3463
tt14445502	5.5	694
tt14445576	7.2	630
tt14446288	6.8	512
tt14449470	6.6	8677
tt1445201	7.6	2793
tt14452228	7.3	12013
tt14452776	8.5	290265
tt14456590	9.0	1093
tt14456760	6.1	980
tt14456880	5.0	507
tt14457130	8.5	640
tt14459216	8.7	513
tt14460684	7.5	6361
tt14463542	6.8	3839
tt14463552	5.9	3339
tt14463608	6.2	1765
tt14465950	5.4	677
tt14466018	8.1	17619
tt1446611	7.6	652
tt14466190	6.5	3356
tt14466294	5.7	1912
tt1446633	5.3	690
tt14466338	6.8	4477
tt14466362	6.3	2268
tt14466446	6.3	1021
tt14470072	6.7	574
tt14471346	7.5	920
tt14471602	5.8	2199
tt14473896	7.2	3551
tt14475988	7.7	1315
tt14476236	7.0	2616
tt14476244	6.7	1764
tt1447723	6.5	676
tt14478162	5.2	1050
tt1447832	6.4	1098
tt14479078	8.0	14843
tt14479480	7.2	5421
tt1448226	5.1	2001
tt14482296	7.7	1964
tt14482414	5.0	29936
tt14482550	7.6	889
tt14482570	8.0	917
tt14485734	7.5	6252
tt14486722	6.7	4964
tt14486948	6.7	9191
tt14488438	7.3	759
tt14489308	4.9	1872
tt14489404	6.6	853
tt14490706	6.5	21088
tt14491228	5.3	3173
tt14491898	7.2	1211
tt14492910	7.0	3042
tt14494938	5.7	5859
tt14497732	7.1	799
tt14497932	7.6	513
tt1449940	7.0	3716
tt1450002	7.1	562
tt14500082	5.7	28261
tt14502402	8.2	809
tt14502728	6.5	9041
tt14502758	7.4	10240
tt14506186	6.6	997
tt1450620	6.3	654
tt14507354	6.9	7361
tt1450737	3.2	1018
tt14509130	6.7	12864
tt14509156	5.7	1166
tt14512648	7.0	562
tt14512938	8.2	2467
tt14513646	6.6	598
tt1451387	7.4	5954
tt14515452	8.5	1729
tt14518136	7.1	1257
tt14518284	7.0	12438
tt14518430	7.8	1558
tt14518610	7.2	2614
tt14518692	7.3	5766
tt14518756	8.3	26249
tt14521436	6.7	1192
tt14521600	8.4	1193
tt14524712	8.1	39251
tt14524842	7.2	1284
tt14524878	7.7	553
tt14527610	7.2	5052
tt14527620	8.0	1511
tt14527626	7.1	9393
tt14527650	6.9	1360
tt14527704	8.3	538
tt1453090	3.6	1476
tt1453159	8.0	34771
tt14531774	6.9	4278
tt14531842	7.7	19646
tt14532380	5.5	1201
tt14532744	7.5	960
tt14533598	7.6	1117
tt14533970	8.5	14499
tt14535092	8.4	590
tt14537060	3.0	573
tt14538210	6.7	2962
tt14540468	7.7	975
tt14544190	8.2	6906
tt14544588	5.9	776
tt14544732	7.6	2001
tt14544908	5.1	531
tt14545236	7.8	587
tt14545248	8.0	668
tt1454730	3.2	2852
tt1454750	4.2	543
tt1454824	7.6	838
tt14549716	6.0	4280
tt14550060	6.4	545
tt14550644	6.4	579
tt14556544	2.5	3639
tt14572344	9.0	2866
tt14574154	6.8	1076
tt14574156	7.6	796
tt14578626	6.2	547
tt14579330	7.5	4815
tt14582876	7.5	12639
tt14584186	5.5	2261
tt14584394	8.0	2514
tt14584532	6.1	1727
tt1458521	8.7	2566
tt14586350	7.5	45342
tt14586544	7.3	8997
tt14588158	6.8	1057
tt1458830	4.9	706
tt14588522	7.5	1767
tt14589904	5.7	3393
tt14590210	6.6	1082
tt1459243	6.5	626
tt1459294	3.3	762
tt14595950	5.1	792
tt14596212	6.3	6954
tt14596414	7.9	3400
tt14596486	7.2	1094
tt14596630	8.1	3158
tt14597228	7.7	730
tt14599256	7.8	810
tt14599306	5.9	990
tt14599438	8.0	12030
tt14599622	8.5	2027
tt14599888	7.5	1449
tt14599926	8.3	647
tt1460205	6.5	2169
tt1460534	8.4	690
tt14605648	5.2	1548
tt1460746	6.9	2089
tt14609428	8.0	7668
tt14609502	7.2	507
tt14609542	6.3	846
tt14609588	8.2	638
tt1461312	7.2	10037
tt1462059	7.1	95517
tt14622682	5.5	1121
tt14624660	7.2	664
tt14626352	7.7	11973
tt14629712	2.7	506
tt14631244	6.7	672
tt14631516	7.6	537
tt14639598	5.3	568
tt14641098	7.6	3505
tt14642342	7.6	2703
tt14644428	6.2	817
tt14644726	7.1	1071
tt1464482	8.6	2076
tt14650054	6.4	10030
tt14650074	8.8	124452
tt1466074	8.3	46038
tt14661396	7.6	71767
tt14664414	8.2	48670
tt1466565	2.7	926
tt14668192	7.4	2646
tt14669108	6.6	801
tt14669850	7.0	1785
tt14670820	6.4	683
tt14671508	6.4	603
tt14671640	7.2	6712
tt14671678	7.5	14796
tt14671790	6.2	2186
tt14674086	8.3	24329
tt14675560	6.8	3190
tt14675860	7.3	8622
tt14676004	7.2	2257
tt14676562	6.5	1417
tt14677850	7.9	1107
tt14679942	7.2	729
tt14681596	7.2	15642
tt14681732	6.8	6496
tt14681924	7.6	8672
tt14684086	6.7	505
tt1468453	6.6	5370
tt14687200	8.4	3828
tt14687370	6.1	510
tt1468760	6.0	1183
tt1468773	8.1	1614
tt1468779	6.8	737
tt14688458	8.1	194972
tt14689620	6.4	9681
tt14690094	3.7	609
tt14690344	6.7	2236
tt14690552	6.7	2024
tt14690802	6.8	976
tt14691120	8.1	610
tt14691382	6.8	1700
tt14691616	7.4	3598
tt14691760	6.5	879
tt1470018	7.7	2043
tt14707222	6.7	506
tt14708338	5.7	513
tt1470837	5.7	4043
tt14708510	7.0	2693
tt14713552	8.4	781
tt14719276	3.3	3455
tt14719590	7.1	1438
tt14721554	7.7	1594
tt14721670	6.3	736
tt14721926	7.7	1176
tt14723242	6.7	751
tt14728056	7.2	4835
tt14728854	5.9	1675
tt14728968	7.6	520
tt14729094	7.3	1529
tt14729118	7.8	2464
tt14730768	8.0	2331
tt14731794	7.1	1294
tt1473235	6.9	724
tt14733466	6.9	4521
tt14733584	7.0	886
tt14734228	7.2	3107
tt14734548	9.2	5350
tt14734578	6.7	1186
tt14735382	6.4	1796
tt14735612	7.1	749
tt14738480	7.4	689
tt14741708	8.4	526
tt1474684	8.4	160722
tt14746934	7.7	1469
tt14747972	7.2	610
tt14750070	7.4	966
tt14750652	7.4	612
tt1475263	7.2	840
tt14753620	8.1	3613
tt1475525	4.2	532
tt1475526	7.3	609
tt1475582	9.0	1061301
tt14759406	7.1	4578
tt14759574	7.3	14494
tt14760316	8.7	671
tt14761860	6.5	9105
tt1476589	6.7	680
tt1476750	8.2	6187
tt1476894	6.8	1075
tt14770480	4.2	920
tt1477131	8.3	1306
tt14772170	6.9	5152
tt14773642	5.1	1583
tt14779088	8.3	980
tt14779804	7.1	1945
tt1478022	7.2	5051
tt14781024	7.0	9296
tt14781286	7.8	5795
tt14792336	7.2	570
tt14792896	6.5	6737
tt1479978	6.6	589
tt1480072	6.9	538
tt1480165	4.2	968
tt14803120	9.0	605
tt1480669	7.6	1866
tt1480684	8.2	53767
tt1480925	8.0	7501
tt1480945	7.3	1387
tt1480947	6.7	856
tt14810626	6.7	2480
tt14813972	8.7	2197
tt14814006	6.7	3086
tt14814570	5.4	966
tt14815774	6.8	3821
tt14819828	8.1	36762
tt14820482	8.3	8057
tt14821384	7.2	592
tt14821886	5.7	570
tt14823452	7.6	533
tt14824792	7.9	36633
tt14825286	7.8	612
tt14825858	5.3	1804
tt14825954	6.5	1293
tt14829590	7.0	9197
tt14829636	8.0	569
tt1483024	5.5	841
tt14831240	6.8	576
tt14832124	7.2	4353
tt14832996	7.4	12178
tt14833612	7.5	22502
tt1483620	8.3	929
tt14837532	8.0	1958
tt14837566	7.0	3999
tt14837962	5.4	743
tt1483930	7.4	613
tt14839616	4.5	548
tt1484577	7.7	925
tt14846850	7.9	1736
tt14849236	7.2	851
tt14849626	4.8	1361
tt14852808	6.5	89749
tt14852960	6.3	2133
tt14856998	5.9	2787
tt14859224	7.4	3082
tt1486217	8.6	173021
tt14865290	6.8	2188
tt14866442	6.6	1479
tt14866598	7.7	1227
tt14866860	6.9	662
tt14867276	8.7	8537
tt14871830	9.0	647
tt14872196	6.3	1150
tt14872600	6.2	913
tt14872986	8.1	2760
tt14877120	7.8	962
tt14879018	7.3	20893
tt14881288	6.3	685
tt14887068	8.5	9358
tt1489097	8.6	2538
tt1489312	7.9	1013
tt1489428	8.6	127186
tt1489432	3.7	1021
tt14898744	7.4	1867
tt14899624	7.3	24130
tt14899630	6.0	892
tt14900148	7.1	539
tt14902026	6.6	1139
tt14902484	5.3	726
tt14903834	6.5	7333
tt14906022	8.0	1428
tt14906826	7.1	1015
tt14909772	7.9	2238
tt14911430	7.6	947
tt1491299	3.2	3591
tt14914464	6.4	1811
tt14916746	4.7	1369
tt1491939	7.7	518
tt1492030	7.6	25544
tt1492088	7.2	18853
tt1492090	2.9	2425
tt1492179	8.1	34880
tt14922556	8.4	4348
tt14923244	6.2	11249
tt14924628	7.1	1107
tt14927114	7.5	686
tt1492966	8.5	84548
tt14931294	6.2	1879
tt1493239	8.3	11609
tt14932528	8.7	6519
tt14932842	8.1	1417
tt14935960	6.8	2439
tt14936146	8.0	2784
tt1493923	7.8	5070
tt1494058	4.7	689
tt1494191	8.6	10004
tt1494829	7.3	1512
tt1494933	6.3	1264
tt14949642	6.4	573
tt14950036	8.1	2726
tt1495163	3.2	1844
tt14954498	6.0	17301
tt14954666	4.4	115043
tt14956090	5.9	1023
tt14956742	7.4	618
tt1495708	7.3	33001
tt1495848	8.4	2195
tt1495950	7.8	2484
tt14959710	6.4	2273
tt14960284	5.9	535
tt14961048	7.1	16994
tt14961770	6.4	2791
tt1496198	8.1	2994
tt14962342	7.0	3666
tt14962432	6.6	613
tt1496375	8.1	1646
tt14968268	6.8	1418
tt1497563	6.5	3895
tt1497609	7.2	4019
tt14976292	8.5	6316
tt14979052	7.7	14306
tt14980764	7.8	2525
tt14986406	9.0	65547
tt14986786	8.2	763
tt14987274	7.5	2355
tt14988916	6.1	1521
tt14989818	6.3	752
tt14992232	5.6	1997
tt14993332	6.7	844
tt14994366	6.1	615
tt1500570	3.5	3117
tt15007114	7.2	931
tt15007172	8.0	2734
tt15007664	7.6	735
tt1500910	6.9	3352
tt15010766	6.5	914
tt1501108	7.2	590
tt15012366	4.7	17398
tt15012798	8.2	6529
tt15017118	7.7	25789
tt15018116	6.8	1121
tt15018224	6.2	974
tt15019128	6.2	5021
tt15019916	7.1	649
tt15021430	6.9	503
tt15023948	7.1	784
tt15026576	6.0	1583
tt15026724	8.2	13247
tt1502749	7.1	2689
tt1503067	8.0	1312
tt1503278	8.0	2204
tt15035880	6.5	1467
tt15036422	5.4	1270
tt15037012	7.8	1212
tt15039492	5.8	2410
tt15039908	8.6	574
tt15040002	3.7	967
tt15040278	6.0	4094
tt1504166	6.6	2399
tt1504261	7.0	1271
tt15046742	5.3	856
tt15048410	6.5	1383
tt15049206	7.1	3467
tt15050074	6.4	1339
tt15054962	7.7	15411
tt15056674	7.2	1147
tt15057532	2.5	983
tt15061408	7.7	552
tt15061770	6.1	641
tt15063296	7.2	1233
tt1506339	7.7	1530
tt15066502	7.5	1279
tt15068148	6.4	1939
tt15071814	5.4	636
tt15073094	7.8	605
tt15074312	7.7	2873
tt15078598	8.2	516
tt15078760	6.9	1220
tt1508238	9.0	17427
tt15082926	6.8	568
tt15084142	7.3	2477
tt15085838	5.9	510
tt15087526	7.4	2915
tt15087662	2.0	1258
tt15089704	2.8	666
tt1509004	7.5	11224
tt15090462	6.5	1879
tt15096498	6.4	2455
tt15096728	7.1	7343
tt1509677	7.2	3239
tt15096836	5.6	2517
tt1509717	7.8	521
tt15101670	7.0	998
tt1510898	8.0	673
tt1510984	4.6	1694
tt15113266	7.1	567
tt15114768	6.5	2198
tt15114854	5.7	1014
tt1511543	7.6	1416
tt15117966	8.1	1182
tt15118926	6.7	609
tt15121038	7.2	557
tt15122138	7.4	1752
tt15125616	5.7	2581
tt15127174	6.0	501
tt15128088	7.6	11323
tt15128106	7.1	1010
tt15128116	7.5	663
tt15128122	7.5	4750
tt15128558	5.0	893
tt15130518	7.4	1253
tt1513056	6.8	700
tt1513168	8.6	19232
tt15133868	8.1	1059
tt15134202	7.9	4332
tt15135104	7.5	17298
tt15138382	7.4	1240
tt15140382	7.2	538
tt15140592	7.1	4944
tt15144592	7.4	648
tt15146130	8.2	6479
tt15146202	8.0	6405
tt15146242	7.3	959
tt1514717	6.5	554
tt1514753	8.3	1507
tt15151704	6.4	968
tt1515193	8.1	16726
tt15156212	5.7	3006
tt15157576	7.6	6501
tt1515993	6.5	630
tt1515996	7.4	2137
tt1516239	6.0	518
tt1516278	8.3	816
tt1516294	7.0	518
tt15166116	7.8	2150
tt15170340	6.2	558
tt15170710	6.7	617
tt15171996	7.0	1638
tt15172154	7.6	2672
tt15175984	7.0	591
tt15176890	6.3	3148
tt1517749	5.8	1059
tt15180114	8.8	934
tt15180134	7.3	10036
tt15180910	5.9	2200
tt15181018	7.2	1126
tt15181094	7.7	3494
tt1518542	8.9	19497
tt15185666	6.8	2991
tt1518723	6.0	535
tt1518917	7.4	593
tt15192340	7.3	1527
tt15193160	7.2	4404
tt15198870	7.5	5537
tt1519931	7.5	43320
tt15201944	6.3	1016
tt1520211	8.1	1161161
tt15203646	7.4	27404
tt15204216	6.2	628
tt15204292	6.3	28897
tt1520605	6.3	727
tt15206580	7.3	1728
tt15210882	7.2	1584
tt1521186	6.5	622
tt15213258	7.1	1729
tt15213278	7.4	4414
tt15216520	5.7	722
tt15218050	9.1	4479
tt15219320	7.3	3324
tt15221950	7.3	2654
tt15222012	7.1	1096
tt15222080	8.1	27667
tt15227418	7.0	30883
tt15229966	7.6	1211
tt15232522	1.0	1028
tt15232542	7.3	2268
tt15233564	7.5	2922
tt15233856	6.5	1106
tt15237152	7.3	3118
tt15237164	6.0	882
tt15237514	6.8	977
tt15238968	7.6	2550
tt15242936	8.2	2479
tt1524415	7.9	1684
tt15245094	8.1	2554
tt15248880	8.8	9582
tt1524993	6.1	1242
tt15250706	6.8	1826
tt15251018	9.0	3412
tt1525182	5.7	1518
tt15254840	7.2	512
tt15257704	1.9	3217
tt1525780	8.2	2486
tt15258106	7.7	1020
tt15260794	7.9	12750
tt15262600	7.6	919
tt15262630	4.9	693
tt1526318	8.5	31736
tt15264192	6.9	16246
tt15264452	6.0	3243
tt1526836	5.5	924
tt15268768	7.3	2634
tt1527368	7.2	522
tt15281368	9.2	931
tt15282746	8.0	15262
tt1528406	7.9	31048
tt15284974	6.4	674
tt1528567	7.1	2334
tt15285844	7.1	1776
tt15286302	6.8	5194
tt15286764	7.0	4179
tt15287836	6.3	5211
tt1528852	7.9	923
tt15289042	8.4	6284
tt15290226	7.5	2989
tt15292870	5.6	1882
tt15292942	4.7	897
tt15293240	7.1	2179
tt15295490	8.7	18027
tt15296862	6.5	830
tt1529721	7.9	1563
tt15301854	7.0	1940
tt15302054	4.9	726
tt15303234	6.3	7789
tt15304076	6.6	701
tt1530541	8.3	5881
tt15305648	3.1	2759
tt15309272	7.4	3830
tt1531068	7.5	782
tt15310816	7.4	2107
tt15314636	7.3	1581
tt1531804	6.6	753
tt1531967	6.9	992
tt15320362	7.5	51368
tt1532448	6.9	759
tt1532495	7.3	12750
tt15325652	6.8	718
tt1533010	7.5	4717
tt1533395	9.1	46575
tt1533435	8.2	18390
tt15335782	8.2	7530
tt15340790	6.0	988
tt15340954	7.1	4159
tt15341198	6.0	2079
tt15341442	6.8	3672
tt1534184	8.4	3920
tt1534360	8.6	41716
tt1534370	6.5	995
tt15346794	7.0	1057
tt15349110	6.5	1123
tt1535002	8.3	10267
tt15350824	6.5	884
tt1535096	7.1	829
tt15351648	7.2	16012
tt15353550	7.5	600
tt1535715	7.1	1046
tt15358446	7.5	22050
tt15358618	6.2	669
tt15366796	8.1	894
tt1536735	8.1	1217
tt1536749	6.2	1127
tt15373664	7.6	5347
tt15377930	6.9	2520
tt15379396	6.4	2847
tt15381144	6.9	1870
tt1538145	8.1	1576
tt15381716	8.1	638
tt15382090	9.3	634
tt1538296	6.5	823
tt15383758	6.4	768
tt15384074	7.3	4210
tt15384346	7.6	1366
tt15384586	8.2	16166
tt15387774	6.2	560
tt15390524	6.7	7913
tt15392100	7.9	12424
tt15393644	6.9	1330
tt15394254	7.7	2300
tt15398980	5.4	1418
tt15399562	6.9	524
tt15399640	7.3	14505
tt1540108	7.3	1048
tt1540109	8.5	668
tt15402912	7.3	2946
tt15402976	7.2	9610
tt15404324	8.2	4926
tt15407098	7.1	4573
tt15407486	6.7	1924
tt15410190	6.2	1729
tt15414478	7.5	1581
tt15416672	7.5	618
tt15421858	7.5	10436
tt15422758	6.3	2683
tt15424742	6.6	1053
tt1542543	6.0	634
tt15425948	8.3	1592
tt15426714	6.3	11771
tt15428452	6.1	820
tt15428778	6.2	17267
tt15429164	6.6	550
tt15430012	7.1	1094
tt15431326	4.9	2093
tt15432016	5.9	21194
tt15433166	7.4	1809
tt15435876	8.6	211448
tt15436028	4.2	952
tt15437862	6.4	2692
tt15438246	6.6	46937
tt15439048	6.7	15825
tt15440604	5.9	3060
tt15441076	6.2	1343
tt15441086	5.6	810
tt15441160	7.5	10907
tt15441266	6.6	6207
tt15441424	6.3	1720
tt1544603	5.5	1895
tt15447890	6.2	2029
tt15451730	7.4	625
tt15451876	8.4	789
tt1545214	7.0	8599
tt15452616	7.1	1156
tt15458236	6.9	519
tt15459278	6.2	5711
tt1546139	8.4	564
tt15463246	6.2	751
tt1546360	7.5	1034
tt15466144	7.0	19147
tt15469166	6.4	1512
tt15469192	7.1	5192
tt15469618	8.2	51650
tt15469890	5.8	1031
tt15469946	8.5	973
tt15470160	5.2	989
tt15470216	1.4	756
tt15471722	5.4	1083
tt15471900	7.1	13785
tt15472454	6.6	2279
tt15473010	6.2	7018
tt15474794	6.2	727
tt15475278	6.0	1099
tt15475330	7.3	2961
tt15475608	7.3	4051
tt1547606	8.5	1652
tt15477488	8.3	52400
tt15477556	7.2	13564
tt15478708	5.3	790
tt15479692	6.5	501
tt15479704	6.9	8690
tt15482680	7.2	603
tt15483276	6.6	11612
tt15483452	6.4	2863
tt15483602	7.3	2050
tt15484900	6.4	3263
tt1548669	6.4	1123
tt15487922	6.5	10616
tt1548850	8.1	111201
tt15489004	7.3	1500
tt15490038	8.3	5340
tt15494864	4.1	4562
tt15496866	7.7	584
tt15499118	7.1	4520
tt1549918	8.2	3711
tt15502918	7.3	1162
tt15506958	5.7	1218
tt15510352	5.6	2662
tt15514606	6.4	792
tt15515490	7.7	3914
tt15516072	7.4	1844
tt15516200	7.7	1872
tt15516222	6.6	658
tt1551632	7.7	40259
tt15516444	5.3	3020
tt15516446	8.5	6955
tt1551948	8.0	5342
tt15520170	7.1	688
tt1552112	7.4	15647
tt15525658	5.1	2647
tt15526556	6.1	851
tt15527340	7.7	986
tt1552816	4.8	674
tt15529074	6.7	4281
tt15529566	5.3	1889
tt15532306	5.5	5246
tt15533674	7.2	823
tt15533960	6.8	1356
tt15536118	7.0	5002
tt1553620	7.1	1653
tt1553644	8.4	17495
tt1553656	6.5	116947
tt15538376	7.1	1009
tt15539960	6.5	688
tt1554356	7.3	1178
tt1554369	8.1	5720
tt15548144	6.8	4528
tt15548198	7.7	680
tt15552018	7.0	7456
tt15552352	6.6	787
tt15553888	6.4	1044
tt15553922	7.9	6786
tt15554596	7.2	5040
tt15557828	6.7	939
tt15557874	7.7	6621
tt1556078	5.6	1359
tt1556087	7.8	723
tt15561862	6.4	788
tt15561916	6.0	4024
tt15562048	6.7	556
tt15564662	6.8	954
tt15565872	7.2	7640
tt15566204	5.4	546
tt15567174	7.9	128735
tt15567434	6.5	755
tt15568702	7.3	3257
tt15571732	7.2	82541
tt15574312	7.0	34878
tt15576504	7.6	15796
tt15576994	6.5	3208
tt15580450	7.7	1903
tt1558128	8.1	4372
tt1558182	7.0	1790
tt15588682	7.8	882
tt15590706	7.2	1181
tt15591076	6.3	30122
tt1559681	7.7	679
tt15599734	7.6	4669
tt15614372	8.5	15968
tt15614668	6.0	609
tt15614920	7.1	885
tt15616218	7.4	587
tt1561755	8.2	99416
tt1561756	6.0	1268
tt1561773	7.5	1789
tt1563069	4.0	25041
tt1563280	8.0	1487
tt1563697	8.0	847
tt1564623	7.6	748
tt1564698	7.4	3060
tt1565059	7.3	844
tt15654810	6.6	712
tt15655120	4.2	1032
tt15655872	7.1	774
tt1565810	7.2	4262
tt1566018	7.1	701
tt1566020	7.0	710
tt1566154	3.7	4878
tt1566464	7.6	1158
tt15665668	6.8	755
tt15666846	7.9	2359
tt15669534	5.9	7789
tt1567215	7.5	7917
tt15672294	7.3	2220
tt1567254	8.0	7736
tt15674216	7.9	1699
tt1567432	7.7	173793
tt15676170	8.8	8403
tt15677070	6.8	1795
tt15677150	8.1	106250
tt15679286	5.0	505
tt15680030	6.7	2703
tt1568202	7.0	1448
tt15684222	7.5	718
tt15686254	8.2	9113
tt1568769	5.6	2346
tt15689870	6.0	1273
tt1569333	6.9	506
tt1569539	8.8	846
tt15697242	8.9	4932
tt1569972	7.6	1605
tt15700830	7.1	5077
tt1570957	6.3	1870
tt1570987	5.0	558
tt1571313	5.9	5062
tt15715052	5.6	6990
tt15715130	6.6	869
tt15716624	7.9	5443
tt15716776	7.4	25641
tt15719028	7.5	619
tt15722548	7.3	1876
tt15723722	6.6	1669
tt15723914	7.2	6092
tt1572498	6.9	1301
tt15731802	6.7	751
tt15739134	6.1	968
tt15752618	6.9	5140
tt15757074	8.3	1207
tt15758116	5.3	1155
tt15758760	6.7	3257
tt1576149	6.6	583
tt15762026	8.6	518
tt15763748	7.2	616
tt1576464	3.1	761
tt15764684	6.4	1708
tt15764846	6.4	626
tt15765450	7.1	4339
tt15765670	7.9	21604
tt15766292	5.8	510
tt15766736	8.4	695
tt15768302	6.9	591
tt15771888	7.2	2802
tt15772310	5.8	557
tt15772536	7.7	698
tt15773254	6.3	1165
tt1577760	7.1	651
tt1577766	6.4	581
tt15779356	7.4	1501
tt1578258	7.6	3571
tt1578694	8.6	1835
tt15787466	6.6	1306
tt15787870	6.8	10553
tt1578873	7.3	185334
tt1578887	7.4	6439
tt15789898	7.1	1225
tt15790598	7.1	1039
tt15791630	4.5	5867
tt15791752	6.2	1592
tt15792042	7.5	5281
tt15792808	8.1	3914
tt15796898	6.8	1865
tt1579911	5.2	851
tt15808044	7.4	1701
tt1580811	5.9	1290
tt1581071	5.4	682
tt15813014	7.2	3960
tt15815500	7.8	611
tt15819134	8.0	825
tt15822846	7.5	2877
tt15823202	4.2	820
tt1582350	7.8	37447
tt1582453	7.3	7021
tt1582454	7.4	2541
tt1582456	7.3	4354
tt1582457	7.9	55691
tt1582458	6.9	7509
tt1582459	7.0	26920
tt15824600	8.2	789
tt1582461	5.0	6083
tt15830678	7.6	5432
tt1583417	4.4	796
tt1583428	4.7	630
tt15835776	7.2	562
tt1583607	7.4	16885
tt1583638	6.7	7410
tt15837206	4.6	589
tt15837600	7.2	48387
tt1584000	7.8	8479
tt1584003	6.4	584
tt15844310	6.3	1519
tt15845610	6.5	15313
tt1584942	6.3	875
tt15850486	7.6	4581
tt1585275	7.5	1334
tt1585899	6.4	1115
tt15866282	7.1	631
tt1586676	7.3	9298
tt1586680	8.5	318506
tt1586814	6.5	978
tt15868638	6.9	667
tt1587000	8.5	9202
tt1587373	7.6	623
tt1587390	6.9	4930
tt1587394	7.9	3873
tt15875168	7.9	18011
tt1587669	7.1	21043
tt1587678	7.8	41156
tt1587694	7.1	5413
tt1587790	7.6	1777
