tconst	averageRating	numVotes
tt0485842	8.3	25726
tt0486068	5.1	858
tt0486069	7.2	965
tt0486171	6.0	1416
tt0486172	7.3	610
tt0486531	8.1	705
tt0486657	7.6	12207
tt0486935	6.1	832
tt0487189	7.1	4298
tt0487813	6.5	2850
tt0487831	8.5	172733
tt0487849	7.1	2614
tt0487851	7.9	936
tt0487869	8.2	1070
tt0488262	4.8	2457
tt0488264	6.7	578
tt0488266	7.7	933
tt0488352	7.7	5124
tt0488444	7.5	977
tt0488477	7.6	2249
tt0488813	6.8	766
tt0488861	7.4	689
tt0488915	7.8	524
tt0489597	8.0	3794
tt0489598	3.8	11691
tt0489606	6.6	7797
tt0489901	6.4	574
tt0489902	8.1	6495
tt0489974	7.7	86835
tt0490035	6.9	1741
tt0490048	8.2	2619
tt0490547	8.3	501
tt0490731	7.7	867
tt0491281	7.0	574
tt0491519	4.2	809
tt0491560	7.6	1877
tt0491601	6.1	634
tt0491603	7.3	20548
tt0491610	7.2	860
tt0491738	8.4	117628
tt0491739	8.8	6307
tt0491758	6.9	752
tt0491807	7.0	2209
tt0492429	8.1	2485
tt0492430	3.4	1384
tt0492860	7.1	630
tt0492866	5.0	623
tt0493093	5.4	46164
tt0493100	8.4	610
tt0493227	6.5	601
tt0493327	5.7	1731
tt0493331	8.5	19730
tt0493334	6.9	5796
tt0493378	5.1	4466
tt0493471	7.3	3025
tt0493472	6.6	812
tt0494184	6.1	1490
tt0494186	7.0	1064
tt0494188	6.7	571
tt0494192	7.4	2066
tt0494210	6.2	1184
tt0494287	7.7	1423
tt0494627	6.0	1399
tt0495020	7.2	1059
tt0495055	7.2	2137
tt0495212	8.2	29735
tt0495250	4.6	569
tt0496190	8.0	859
tt0496195	7.3	1139
tt0496199	7.5	535
tt0496201	8.1	1167
tt0496275	6.9	7232
tt0496343	7.8	8907
tt0496356	7.3	5435
tt0496424	8.3	136181
tt0497079	4.4	4470
tt0497152	5.8	1203
tt0497294	8.9	1282
tt0497298	8.0	7946
tt0497310	5.0	1702
tt0497480	7.9	1263
tt0497578	6.9	1195
tt0498443	7.8	2413
tt0498617	5.7	2171
tt0498878	7.8	2458
tt0499168	6.4	2675
tt0499280	7.3	500
tt0499383	4.6	569
tt0499400	7.0	10745
tt0499407	7.1	533
tt0499410	8.0	9941
tt0499591	6.9	1768
tt0500092	8.0	20497
tt0756272	8.6	1040
tt0756509	7.4	31449
tt0756522	6.3	2909
tt0756573	7.4	5044
tt0756582	7.5	2206
tt0756591	7.8	632
tt0757084	7.8	1648
tt0757108	7.5	623
tt0757127	7.4	1887
tt0758577	7.1	681
tt0758737	7.5	26511
tt0758745	8.7	77019
tt0758789	6.8	2476
tt0758790	8.1	85440
tt0759364	5.8	11131
tt0759475	6.6	6888
tt0759482	7.8	1698
tt0760139	7.6	1952
tt0760141	7.7	3264
tt0760222	9.0	3927
tt0760437	7.6	33569
tt0762067	6.3	1833
tt0763854	7.6	600
tt0764075	8.4	904
tt0764947	3.4	783
tt0765425	7.7	7420
tt0765441	6.2	625
tt0765491	7.7	3468
tt0765621	8.7	716
tt0765725	8.3	1361
tt0767914	6.4	1316
tt0768973	8.7	685
tt0770521	7.6	5054
tt0770652	7.7	2518
tt0770659	8.2	6878
tt0770762	7.0	18965
tt0771329	7.6	3029
tt0772137	6.9	5035
tt0772139	6.7	2308
tt0772145	8.0	12647
tt0773262	8.6	877118
tt0773264	3.7	6646
tt0774809	7.2	7143
tt0775349	7.5	1462
tt0775372	7.0	1896
tt0775374	7.7	2123
tt0775400	7.9	3541
tt0775405	7.3	578
tt0775407	6.4	2859
tt0779151	6.2	730
tt0780206	8.7	2559
tt0780362	8.3	23301
tt0780438	7.4	4240
tt0781285	8.5	826
tt0781891	7.2	666
tt0782374	6.2	2760
tt0783322	6.8	707
tt0783328	7.1	3486
tt0783392	6.8	860
tt0783404	4.5	514
tt0783612	8.5	5131
tt0784889	8.8	935
tt0784896	5.8	5989
tt0784920	5.5	1874
tt0785036	5.4	2716
tt0785062	5.2	540
tt0786789	8.6	644
tt0786790	8.7	765
tt0787407	6.2	664
tt0787490	7.5	11033
tt0787985	7.4	17812
tt0790477	7.8	1443
tt0790557	6.1	1037
tt0790603	7.4	3661
tt0790772	7.4	37317
tt0790820	6.7	3641
tt0790825	7.1	3515
tt0791055	8.7	2748
tt0791098	6.7	673
tt0791163	7.1	3013
tt0791205	7.9	18087
tt0791274	5.9	719
tt0791283	7.5	4455
tt0791615	8.0	1375
tt0794240	8.5	572
tt0795065	5.9	1201
tt0795111	4.3	548
tt0795129	7.0	1519
tt0795176	9.4	229421
tt0795256	6.6	5147
tt0795522	7.8	658
tt0796264	7.9	60882
tt0798772	8.3	1067
tt0799862	7.1	27031
tt0799863	3.9	578
tt0799870	6.1	1156
tt0799893	7.0	508
tt0799922	7.0	41114
tt0800381	8.1	680
tt0801425	8.0	8663
tt0801426	6.5	1530
tt0801427	7.6	1811
tt0801428	6.9	644
tt0801812	7.5	646
tt0802147	7.5	8359
tt0802148	7.6	2180
tt0802821	5.4	1725
tt0804423	4.1	809
tt0804484	7.6	117449
tt0804503	8.7	279550
tt0805418	6.6	1124
tt0805448	8.5	3677
tt0805661	8.1	14593
tt0805663	7.9	60356
tt0805664	7.3	5820
tt0805666	7.1	12310
tt0805667	7.8	2005
tt0805668	8.1	4851
tt0805669	6.8	49963
tt0805815	5.0	7481
tt0805837	6.3	2224
tt0805905	5.4	619
tt0805906	7.8	1881
tt0805960	7.1	1133
tt0805978	8.3	637
tt0806901	6.4	622
tt0806910	7.0	3306
tt0807675	6.3	1112
tt0807686	7.3	731
tt0807832	8.5	15632
tt0807980	7.6	598
tt0808013	7.2	7303
tt0808096	7.2	16225
tt0808358	5.9	889
tt0808491	5.9	7559
tt0809488	9.5	6715
tt0809497	7.2	4793
tt0809815	6.8	1442
tt0809816	7.7	1365
tt0810614	5.7	1089
tt0810629	7.4	679
tt0810705	8.5	8019
tt0810726	6.8	2323
tt0810788	8.0	81723
tt0811026	8.2	3759
tt0813691	6.7	901
tt0813715	7.5	257707
tt0813726	6.8	785
tt0813734	8.1	827
tt0813789	5.9	1602
tt0813808	8.0	2296
tt0813971	6.9	1722
tt0814164	7.0	5134
tt0815063	6.3	1735
tt0815744	6.3	3414
tt0816382	8.1	1707
tt0816393	6.7	864
tt0816397	8.1	13084
tt0816398	8.1	4250
tt0816401	5.9	3521
tt0816407	7.7	9746
tt0817532	7.4	1601
tt0818149	6.3	1191
tt0818464	8.7	644
tt0819085	8.6	878
tt0819748	3.6	767
tt0820002	6.2	1593
tt0820010	5.5	1130
tt0820392	6.5	2512
tt0821375	6.9	8188
tt0823333	6.2	6544
tt0824021	7.0	1530
tt0824043	7.3	871
tt0825355	7.2	580
tt0825947	7.5	782
tt0826254	6.8	1414
tt0826760	8.4	31696
tt0827947	4.3	1215
tt0827972	8.0	527
tt0830298	6.7	2900
tt0830361	8.1	34311
tt0830851	6.9	551
tt0830900	7.6	6006
tt0831821	7.4	822
tt0831833	7.3	1055
tt0831834	8.7	1072
tt0831933	9.3	1532
tt0832330	6.0	2181
tt0834012	3.8	1103
tt0834023	5.7	976
tt0834039	7.3	1015
tt0835007	7.0	569
tt0835010	7.8	8747
tt0835249	5.3	502
tt0835434	8.3	19028
tt0835977	6.2	516
tt0837014	7.2	1059
tt0837143	6.5	4481
tt0837629	7.5	618
tt0838800	6.9	1906
tt0839004	6.1	820
tt0839188	8.3	18848
tt0840094	6.6	3932
tt0840149	7.6	1063
tt0840196	8.2	98240
tt0840800	7.8	11102
tt0840965	8.0	786
tt0840979	8.5	6274
tt0841921	6.9	737
tt0841927	7.9	2762
tt0841929	8.4	3360
tt0841961	7.8	3148
tt0842903	7.0	1311
tt0843195	7.6	3279
tt0843229	8.1	659
tt0843318	6.1	935
tt0843548	7.6	836
tt0844203	3.5	691
tt0844441	7.9	267993
tt0844653	7.6	37184
tt0845088	3.7	4637
tt0845738	7.8	7167
tt0845746	8.1	2332
tt0846614	6.2	2846
tt0847147	7.6	588
tt0847150	8.0	13783
tt0847653	3.1	563
tt0848539	7.4	1568
tt0848954	8.2	734
tt0849236	6.0	1672
tt0850635	6.7	869
tt0850642	4.5	1267
tt0850644	6.6	531
tt0850645	8.6	1484
tt0850978	4.5	864
tt0851851	7.6	64629
tt0852863	8.1	64653
tt0852880	6.7	549
tt0853078	3.4	974
tt0853174	7.7	1577
tt0855673	5.9	3318
tt0856155	6.7	632
tt0856346	7.3	766
tt0856348	7.8	4637
tt0856757	5.9	4429
tt0856824	6.7	731
tt0857277	5.8	4927
tt0857297	8.2	9297
tt0859592	7.5	8806
tt0861287	6.9	813
tt0861751	8.8	1760
tt0862583	7.4	1650
tt0862593	7.3	5419
tt0862614	7.6	8522
tt0862620	7.4	7156
tt0862622	2.4	2098
tt0863046	8.5	68780
tt0864944	7.9	2078
tt0865409	8.2	7844
tt0865414	5.3	823
tt0865546	6.8	1394
tt0865827	6.7	924
tt0865856	7.3	2113
tt0866432	5.7	3209
tt0866442	8.2	68286
tt0867005	7.9	1819
tt0867015	7.5	2538
tt0870032	5.7	730
tt0870039	7.0	669
tt0870060	5.6	673
tt0870872	4.9	1031
tt0870973	6.0	529
tt0870980	4.2	1107
tt0871427	6.4	4900
tt0872301	7.2	1292
tt0872308	7.4	1086
tt0873992	7.7	1997
tt0874608	8.2	17028
tt0874679	5.3	548
tt0874936	8.3	36145
tt0875103	5.4	1757
tt0875947	7.9	736
tt0875948	4.4	983
tt0876219	7.4	1959
tt0876235	7.5	1102
tt0876298	8.1	2953
tt0877057	8.9	442818
tt0877105	7.7	3948
tt0877507	6.8	625
tt0877512	6.9	2061
tt0878036	7.8	2294
tt0878230	6.8	1331
tt0878797	7.8	3484
tt0878801	3.0	590
tt0879688	7.5	2887
tt0880249	8.1	1790
tt0880557	5.8	8833
tt0882285	7.5	551
tt0883625	5.6	1469
tt0883680	8.3	1048
tt0883772	8.1	23713
tt0884317	7.5	548
tt0884762	8.4	2922
tt0885435	4.8	1813
tt0885761	7.2	1740
tt0885941	7.6	569
tt0885981	7.7	1108
tt0887235	8.5	1192
tt0887788	2.3	697
tt0888279	7.6	646
tt0888280	3.6	3371
tt0891369	6.1	1754
tt0891380	8.2	907
tt0891396	8.3	1658
tt0892187	7.5	809
tt0892535	7.7	11274
tt0892700	7.5	24311
tt0892701	8.0	849
tt0892861	7.3	1260
tt0896084	5.5	1145
tt0896228	6.7	1594
tt0896527	7.1	1077
tt0896893	7.6	870
tt0897326	7.3	1134
tt0898241	7.7	736
tt0898266	8.1	918383
tt0898332	7.3	11685
tt0899126	8.0	9337
tt0899203	7.8	3243
tt0899258	7.6	4880
tt0901176	6.2	518
tt0902618	7.8	2070
tt0902735	8.1	705
tt0902981	7.2	1132
tt0903437	8.9	767
tt0903747	9.5	2396785
tt0904106	8.1	718
tt0904208	8.3	193122
tt0904627	7.5	732
tt0905574	5.4	3652
tt0905590	8.0	1304
tt0906069	5.7	2112
tt0906873	8.3	633
tt0906924	6.1	502
tt0907614	7.7	526
tt0907683	7.5	6979
tt0907702	7.6	6495
tt0907825	7.0	1368
tt0907831	7.0	681
tt0907833	7.4	1050
tt0908454	8.2	27245
tt0910592	7.7	862
tt0910812	7.0	15117
tt0911896	4.7	502
tt0912343	7.7	12298
tt0913742	5.1	1500
tt0914376	7.3	6900
tt0914387	8.1	32513
tt0914803	8.4	1759
tt0914829	5.0	3021
tt0915414	5.5	878
tt0917551	5.3	2871
tt0920448	7.3	1864
tt0920489	8.3	4788
tt0922037	7.5	5196
tt0923293	6.6	2738
tt0924651	8.4	13947
tt0925266	8.4	61313
tt0925436	8.4	1137
tt0926732	5.7	2101
tt0927170	6.7	937
tt0928093	7.5	1722
tt0928094	7.5	1015
tt0928099	8.1	1484
tt0928173	7.6	2950
tt0928368	8.4	670
tt0928410	7.6	1855
tt0928414	7.3	7622
tt0929958	6.4	924
tt0931887	8.1	1112
tt0934320	8.5	15448
tt0934648	7.2	583
tt0934701	5.3	1236
tt0934744	7.0	605
tt0934814	8.2	152104
tt0935095	7.4	13326
tt0936453	7.4	5704
tt0936458	7.6	6926
tt0937403	6.5	623
tt0938567	6.5	2911
tt0938853	6.6	545
tt0940634	7.6	556
tt0940874	7.0	1579
tt0941372	7.6	3322
tt0941993	7.0	506
tt0942628	6.0	695
tt0943690	6.3	1458
tt0944093	3.7	522
tt0944947	9.2	2479766
tt0945531	7.1	623
tt0946601	7.7	1453
tt0947080	5.5	648
tt0948103	8.3	24400
tt0948538	8.0	9794
tt0948539	4.9	2284
tt0949686	6.2	2948
tt0949979	5.8	1801
tt0950701	8.3	7162
tt0950721	6.5	2321
tt0952637	8.4	1063
tt0952665	6.6	1441
tt0953422	7.2	680
tt0953916	7.0	1544
tt0953931	4.2	1457
tt0954636	7.8	1839
tt0954935	4.2	524
tt0955211	7.1	574
tt0955250	7.1	1384
tt0955322	7.7	25735
tt0955346	7.6	25683
tt0955353	7.2	3047
tt0956036	6.6	681
tt0958228	4.9	2619
tt0958611	5.0	930
tt0959086	4.8	3296
tt0959601	7.6	8319
tt0959858	8.3	7326
tt0960136	7.2	12460
tt0960172	8.1	894
tt0960554	6.4	715
tt0961121	6.0	675
tt0962740	7.4	2140
tt0962826	7.9	20206
tt0963734	6.7	1216
tt0963967	7.6	1360
tt0963997	7.2	538
tt0964948	7.1	1090
tt0965364	8.1	626
tt0965386	6.5	4660
tt0965393	4.9	2104
tt0965394	7.3	23638
tt0965404	6.2	2494
tt0965415	6.5	698
tt0965546	8.3	2576
tt0965547	8.7	8792
tt0965985	7.5	559
tt0966151	7.0	2814
tt0968237	7.8	532
tt0969007	7.6	2246
tt0969670	8.4	1762
tt0971928	7.7	553
tt0972412	6.8	30402
tt0972534	6.8	48299
tt0972713	6.9	1309
tt0973423	6.8	536
tt0974077	8.3	11378
tt0976014	7.6	25560
tt0976015	7.3	983
tt0976192	8.4	21869
tt0977628	7.5	520
tt0977907	7.2	504
tt0978061	8.1	5092
tt0978076	8.0	2526
tt0978140	8.2	1886
tt0978215	6.9	526
tt0978537	7.5	782
tt0978553	6.9	2692
tt0979263	8.5	2091
tt0979432	8.6	213639
tt0981216	4.4	2579
tt0981456	7.5	2625
tt0981587	7.9	940
tt0982599	7.5	1770
tt0983514	7.5	15408
tt0983782	6.2	615
tt0983950	7.4	697
tt0983983	8.2	18906
tt0985073	6.6	526
tt0985285	7.4	1735
tt0985344	8.0	16510
tt0985701	6.6	624
tt0985991	6.5	1618
tt0986110	8.3	1050
tt0986340	8.4	1214
tt0988818	8.7	19249
tt0988820	7.4	6364
tt0988824	8.7	206277
tt0989771	5.4	826
tt0989773	6.2	575
tt0989775	7.9	1150
tt0989778	7.3	513
tt0989895	7.8	666
tt0990610	8.5	556
tt0991005	7.8	579
tt0991047	7.1	651
tt0991261	7.9	827
tt0991266	7.5	1579
tt0991330	7.6	535
tt0992966	8.8	5397
tt0994314	8.7	95142
tt0995832	8.4	62808
tt0995865	6.6	619
tt0995941	7.7	13142
tt0996275	7.1	899
tt0996614	8.2	1473
tt0996695	7.6	852
tt0996994	9.0	5961
tt0997020	7.8	596
tt0997404	7.7	664
tt0998810	7.6	531
tt1000734	7.3	14927
tt1000779	8.2	1857
tt10009170	7.5	27518
tt10011298	6.2	4486
tt10011306	6.8	1847
tt10011314	6.7	2074
tt10011518	6.0	1385
tt1001471	8.1	546
tt1001482	8.0	26044
tt1001558	7.3	1956
tt10016724	6.4	3608
tt10016814	7.5	1162
tt10023178	1.5	7818
tt10023294	7.1	699
tt10027946	6.6	1069
tt10027990	6.5	1675
tt1002838	6.1	4830
tt10036104	7.1	1848
tt10037034	7.4	3195
tt10038600	6.5	618
tt10042058	6.7	3761
tt10042074	7.8	2528
tt10042110	5.7	3280
tt10042186	4.0	3877
tt10042222	6.7	698
tt10042260	6.0	5809
tt10044800	6.7	4026
tt10044952	6.6	2987
tt10045256	6.8	1674
tt10045490	6.7	3918
tt10048342	8.5	632663
tt10049610	6.3	714
tt10050772	8.0	24755
tt10050778	7.8	3379
tt10051464	7.5	543
tt10055734	7.1	4345
tt1005814	7.1	726
tt10059166	6.4	1733
tt10059744	7.4	633
tt10062292	7.8	90416
tt10062652	6.6	4989
tt10063310	5.8	625
tt10064124	7.1	2989
tt10065678	6.4	534
tt10068932	6.7	2625
tt10069398	7.7	17809
tt10073114	8.8	3162
tt10074330	6.3	878
tt10075318	6.9	25342
tt10078462	8.2	3307
tt1008108	8.1	11832
tt10081386	7.5	757
tt10081702	7.4	647
tt1008325	7.3	785
tt10085386	6.7	622
tt10087444	7.4	2026
tt10087640	7.0	637
tt10091306	7.2	1704
tt10091828	7.0	632
tt10094918	4.4	1260
tt10098248	8.4	1822
tt10098498	7.3	2277
tt10098580	7.9	1287
tt10098620	7.5	14697
tt10098728	6.4	3957
tt10101272	7.3	2096
tt10101518	5.9	4878
tt10106108	7.1	2127
tt10108664	7.1	954
tt10110244	8.7	795
tt10110350	8.9	1917
tt10112282	6.9	931
tt10115054	7.6	637
tt10116578	9.5	1949
tt10122020	7.7	2498
tt10122474	6.7	2563
tt10128190	7.2	719
tt1013119	6.7	588
tt10132320	7.4	823
tt10133226	7.2	1474
tt10133318	5.4	1604
tt10133370	6.7	1029
tt10140028	6.7	6915
tt10145110	4.7	503
tt10147520	6.6	4962
tt10147644	7.8	41703
tt1014785	5.5	893
tt1014786	8.0	1164
tt10148174	4.6	19761
tt10150214	4.9	694
tt10151772	6.1	1722
tt10155688	8.4	210206
tt10160592	7.7	4449
tt10160804	7.4	235492
tt1016126	5.8	958
tt10162384	6.8	6528
tt10162496	8.0	937
tt10162586	6.5	739
tt10163204	6.5	1565
tt10165710	8.2	613
tt10166602	8.0	23809
tt10166622	7.5	40831
tt10167012	6.6	1219
tt10167284	6.6	2986
tt10168312	7.3	156412
tt10171930	7.3	1063
tt10174244	7.5	3550
tt1018269	8.7	1059
tt10183430	7.0	807
tt10183688	6.3	1064
tt10183912	7.1	10541
tt10183988	8.4	13462
tt1018501	6.2	10097
tt10186846	7.4	3433
tt1019037	6.3	560
tt10192576	7.9	4765
tt10193026	4.6	4877
tt10193046	5.3	2161
tt10196378	8.2	547
tt10196382	8.5	968
tt10196390	7.6	3124
tt10198930	5.3	1964
tt1019894	8.2	537
tt10199718	6.0	796
tt1020109	8.1	2367
tt1020116	8.6	4800
tt1020167	7.1	502
tt10203880	6.1	12201
tt10204658	6.8	1159
tt10207090	4.3	6504
tt1020913	7.3	5046
tt10219322	9.0	3332
tt10220476	7.8	843
tt10220588	8.1	16818
tt10222764	7.2	7161
tt10224596	5.5	576
tt10225224	6.1	1119
tt10228230	7.3	8470
tt10230370	7.7	659
tt10230502	7.4	2054
tt10231312	7.7	35883
tt10233448	8.8	110941
tt10233790	8.9	509
tt10234362	6.7	24378
tt10234724	7.3	299536
tt10236760	7.1	507
tt10237790	7.0	1032
tt10238792	5.1	5152
tt10241238	5.6	3136
tt1024167	4.6	1594
tt10242266	7.2	1109
tt10242848	7.8	1018
tt10243628	7.0	1436
tt10243640	7.6	632
tt10243692	7.5	2073
tt10244600	8.3	31328
tt10244612	6.8	2939
tt1024701	7.4	1049
tt1024810	8.1	6263
tt1024932	7.5	1937
tt10253244	7.7	2217
tt10256918	6.8	667
tt10259078	8.2	1365
tt10262630	7.6	11271
tt10265158	8.0	3953
tt10266874	6.7	10833
tt10267800	7.7	610
tt10268080	6.5	517
tt10270200	6.1	2193
tt10271544	8.0	915
tt10273150	7.2	5633
tt10276062	6.9	3125
tt1027787	7.5	1014
tt10278918	5.7	34959
tt10279176	6.9	3471
tt10285166	7.2	3131
tt10285320	8.6	1045
tt10289938	7.9	6144
tt10290114	7.1	3437
tt10291112	7.5	680
tt1029211	7.1	1304
tt1029248	8.2	3142
tt10293938	7.5	99751
tt10294164	7.0	7754
tt10295456	7.1	870
tt10302548	6.6	755
tt10305992	6.4	2187
tt10306320	6.5	673
tt10308554	6.5	624
tt10308632	6.8	26698
tt10308752	8.3	3084
tt10309118	6.0	1323
tt10311562	6.8	5527
tt10311932	6.3	6009
tt10312776	6.9	2679
tt1031283	7.7	8311
tt10312854	5.9	2126
tt10312964	6.3	2924
tt10313066	7.5	13953
tt10313176	6.7	11685
tt10314462	8.1	18817
tt10319866	7.1	2930
tt10320398	8.1	2290
tt10323338	7.3	26255
tt10324164	8.4	11802
tt10324306	6.6	2988
tt10327294	5.9	2382
tt10327354	7.7	25300
tt10327412	6.6	3064
tt10327440	7.1	1012
tt10327526	6.3	2033
tt10327830	7.6	9788
tt1032831	8.0	1735
tt10328494	7.6	976
tt10329024	7.1	6335
tt10329028	7.2	4915
tt10329042	7.1	6690
tt10329044	5.9	893
tt10329046	6.7	2442
tt10329642	7.6	4471
tt10332508	8.6	25901
tt10333650	7.7	662
tt1033796	7.7	1078
tt10338160	3.4	5828
tt1034007	7.6	40634
tt1034201	5.8	4660
tt1034368	5.6	2630
tt10343984	7.3	639
tt10344410	6.6	11036
tt10347516	6.6	541
tt10347622	7.0	992
tt10351232	7.6	800
tt10359446	8.2	5816
tt10361016	6.1	11201
tt10362632	7.0	1287
tt10364808	7.5	1210
tt10365978	8.0	1900
tt10366494	7.6	808
tt10366552	7.3	836
tt10367990	6.5	1489
tt10369484	6.7	10406
tt10369876	7.6	2197
tt10370750	8.4	1648
tt10370956	6.0	927
tt10371088	6.2	507
tt10374050	6.2	591
tt10376904	6.3	1268
tt10377430	6.2	946
tt10380168	7.2	557
tt10380768	7.5	17691
tt10380934	6.7	1802
tt10383046	8.6	5121
tt10384106	6.8	2818
tt10384610	8.4	5551
tt10394706	6.6	2605
tt10394770	7.3	5461
tt10394778	5.4	2208
tt10394800	9.0	4221
tt10394844	6.3	4155
tt10394886	7.2	7626
tt1039921	7.0	1835
tt1039922	5.5	2639
tt10399902	7.9	21426
tt10404664	7.0	2366
tt10404698	5.7	3493
tt10405220	7.0	3284
tt10405370	8.2	34104
tt10405394	8.0	2125
tt10405674	7.7	760
tt10406128	8.1	3759
tt10411158	5.9	5702
tt10413648	6.9	1806
tt10417586	7.2	1116
tt10417836	7.4	2224
tt10423460	7.4	5584
tt10427920	6.3	515
tt10427926	6.2	781
tt10431262	5.5	1469
tt10431290	7.0	5713
tt10431310	6.2	567
tt10436228	7.5	12897
tt10436284	3.6	2034
tt10436362	6.8	1517
tt1043714	6.1	8174
tt1043721	6.0	569
tt1043732	7.6	824
tt1043776	6.6	1567
tt1043813	7.5	117491
tt1043820	7.0	898
tt1043822	9.1	9539
tt1044196	7.4	566
tt10443344	5.3	671
tt10443362	6.6	1500
tt10443972	7.4	1659
tt1044418	4.8	6723
tt1044551	6.4	642
tt1044569	7.7	534
tt10449366	7.5	3715
tt10451240	8.5	1726
tt1045779	3.4	591
tt10462860	5.4	3269
tt10466872	7.3	60786
tt10467640	7.7	1020
tt10468676	7.8	1655
tt1046904	5.1	869
tt10470356	6.2	1307
tt10473150	7.5	9801
tt10473306	7.1	3064
tt10473710	1.8	568
tt10474124	7.4	1004
tt10474134	7.0	988
tt10476258	6.2	544
tt10477528	7.6	7341
tt10477884	5.6	621
tt10478048	8.9	7763
tt10478054	6.4	15194
tt1047931	8.4	4017
tt10479420	8.2	6202
tt1048049	7.0	6724
tt1048097	8.1	2779
tt1048176	5.1	1144
tt10482370	6.4	12281
tt10482560	8.3	8178
tt10483250	7.9	2209
tt10483610	6.6	6805
tt10485750	6.1	6926
tt10487072	5.3	3234
tt10487858	7.1	579
tt10487986	6.9	612
tt10488234	6.1	1551
tt1049244	5.1	529
tt10495314	5.5	1030
tt10498322	6.7	1460
tt1050057	7.0	2856
tt10505002	6.9	1620
tt10505762	6.5	1493
tt10506510	7.1	1254
tt1050880	4.4	1288
tt1051155	8.6	6016
tt1051220	7.1	65481
tt10516352	7.4	19084
tt10516496	6.1	592
tt10516874	7.9	1997
tt10517426	7.9	4636
tt10518284	3.1	977
tt10526388	9.6	993
tt10530900	9.1	27431
tt10532640	7.4	788
tt10535076	7.1	3645
tt10540276	7.6	13642
tt10540338	8.3	1475
tt10540562	6.6	1274
tt10541088	9.0	77926
tt10543784	7.8	775
tt10544464	8.0	2669
tt10545250	6.6	1599
tt1054675	6.5	1185
tt10549212	7.2	4424
tt10551256	7.4	5621
tt10551640	7.7	884
tt1055238	8.2	10640
tt1055335	6.7	2945
tt10554898	8.7	15138
tt10556338	6.7	5852
tt10559276	8.1	1996
tt10561700	6.6	628
tt10562574	7.9	5678
tt1056302	4.9	722
tt1056319	8.2	539
tt10569810	5.7	530
tt10569840	7.0	1373
tt10569932	6.1	1537
tt10569934	6.7	21332
tt10570084	6.2	1725
tt10570100	6.5	2186
tt10574236	7.6	40460
tt10574558	7.7	161271
tt10575072	6.0	791
tt10575396	5.4	659
tt10575714	6.5	4351
tt10577736	7.6	27462
tt10577928	6.7	996
tt10580064	6.6	15757
tt10580092	4.4	2219
tt10583308	7.3	1087
tt10584350	6.6	911
tt10584446	7.5	6590
tt10584608	7.6	15414
tt10584792	3.7	617
tt1058776	6.7	964
tt10588740	6.6	875
tt1058928	7.7	2353
tt10589896	6.5	867
tt10589968	6.5	5435
tt10590066	8.6	20682
tt10591428	7.0	1265
tt1059247	5.1	536
tt10592866	7.7	2124
tt1059455	6.8	1667
tt1059475	7.8	19233
tt1059741	6.1	724
tt10598848	7.3	1200
tt10608454	7.2	6114
tt10608722	9.2	724
tt10609888	7.1	1323
tt10610752	8.2	849
tt10610838	7.3	1447
tt10611608	7.4	11254
tt10613844	7.8	9612
tt10614024	7.2	879
tt10614122	6.9	1315
tt10618950	8.4	635
tt10619444	6.9	731
tt10619486	5.8	1597
tt10620606	6.9	796
tt1062205	7.8	1547
tt10623550	5.8	1676
tt10623646	7.3	12786
tt10625492	7.3	10036
tt10625812	6.9	1642
tt10627334	6.0	1097
tt10631726	5.1	4249
tt10635210	6.8	1253
tt10638036	8.5	88840
tt10641510	8.0	2316
tt10642480	5.9	3329
tt1064739	6.4	1099
tt10648730	8.7	544
tt1064899	8.0	36855
tt10650946	8.0	3066
tt10651790	5.4	9961
tt1065309	7.3	3317
tt10653784	5.4	15449
tt10655506	6.7	2369
tt10656392	6.9	2884
tt10659366	7.5	841
tt1066032	8.1	954
tt10661302	7.1	3250
tt10662034	6.4	5496
tt10662040	7.1	738
tt10665386	8.4	2118
tt10669608	7.4	3300
tt1067118	7.9	2121
tt10671282	6.2	1254
tt10675488	7.0	675
tt10677432	6.8	1682
tt10680606	9.4	4081
tt10680614	6.9	17233
tt10681222	7.6	7534
tt10681240	7.1	1028
tt10681614	5.9	2221
tt10681670	6.7	1203
tt10681780	6.2	2587
tt10682186	6.1	1292
tt1068433	8.0	3082
tt10684374	7.4	2263
tt1068439	7.4	1081
tt10686814	7.4	864
tt1068683	7.2	2891
tt10687564	6.6	682
tt1068899	8.1	762
tt1068912	6.2	3876
tt10689614	6.8	4587
tt10689840	5.6	863
tt1068993	5.9	3423
tt10691770	8.1	14946
tt10691888	8.3	1967
tt1069207	4.9	1747
tt10692232	7.3	3022
tt1069275	5.3	622
tt10694348	6.9	572
tt10695770	8.1	814
tt10698408	7.3	747
tt10698534	6.6	2469
tt10699044	6.3	3670
tt10701038	7.3	1015
tt1070742	5.8	1713
tt1070744	7.1	1011
tt1070806	7.7	2116
tt10708162	8.4	527
tt10709628	9.2	2169
tt10710138	9.1	2339
tt10712926	7.3	876
tt10714640	6.1	3697
tt10714778	6.6	1891
tt10714820	7.5	1406
tt10715148	6.4	4216
tt10715172	7.2	2088
tt10720030	7.1	1685
tt10720914	7.6	9694
tt10721998	7.1	523
tt10723804	7.0	4316
tt10726356	6.3	2993
tt10726424	5.3	7624
tt10731032	6.6	10287
tt10731210	7.4	4012
tt10731840	6.7	2193
